number_of_people,latitude,longitude
5,60.46585308278792,5.407588990738753
6,60.463748819328245,5.410476995454535
26,60.473218393586805,5.473730183549315
12,60.472166169305396,5.4705046967900035
8,60.469009570514785,5.463941088035385
7,60.46164460521438,5.4740405138034545
38,60.455332258884944,5.488917372915011
6,60.455332258884944,5.493584158268205
5,60.4542802443235,5.493470588481841
19,60.45322824209144,5.493357027379735
78,60.45322824209144,5.494912558181768
37,60.45322824209144,5.496468088983801
21,60.45322824209144,5.498023619785834
7,60.45322824209144,5.499579150587866
18,60.45217625218793,5.494798973608721
61,60.45217625218793,5.496354472256594
6,60.45217625218793,5.497909970904466
24,60.45217625218793,5.499465469552338
24,60.45112427461224,5.496240864216495
5,60.45112427461224,5.497796330712665
20,60.45112427461224,5.499351797208835
20,60.450072309363506,5.496127264862469
18,60.450072309363506,5.4976826992093955
11,60.449020356441,5.496013674193482
17,60.449020356441,5.4975690763936225
12,60.449020356441,5.499124478593761
11,60.44796841584394,5.499010832320126
12,60.44691648757145,5.4988971947343765
5,60.49005566135336,5.2607248620423
5,60.48900323947983,5.2590592801260225
36,60.48900323947983,5.260615905634421
52,60.48900323947983,5.262172531142821
42,60.48900323947983,5.26372915665122
41,60.48900323947983,5.265285782159619
6,60.48795082996174,5.258950364299267
24,60.48795082996174,5.260506957569742
28,60.48795082996174,5.262063550840217
32,60.48795082996174,5.263620144110692
38,60.48795082996174,5.265176737381167
42,60.48795082996174,5.2667333306516415
10,60.48795082996174,5.268289923922116
12,60.48689843279829,5.258841456812245
13,60.48689843279829,5.2603980178472645
19,60.48689843279829,5.261954578882285
45,60.48689843279829,5.263511139917304
43,60.48689843279829,5.265067700952323
38,60.48689843279829,5.266624261987342
36,60.48689843279829,5.268180823022361
6,60.48689843279829,5.26973738405738
7,60.48689843279829,5.2712939450924
20,60.48689843279829,5.272850506127418
5,60.48584604798871,5.258732557663968
36,60.48584604798871,5.260289086466
33,60.48584604798871,5.261845615268031
35,60.48584604798871,5.263402144070063
61,60.48584604798871,5.264958672872094
57,60.48584604798871,5.2665152016741255
36,60.48584604798871,5.268071730476157
5,60.48584604798871,5.269628259278189
33,60.48584604798871,5.2711847880802205
40,60.48584604798871,5.272741316882252
48,60.48584604798871,5.274297845684284
7,60.484793675532195,5.257067170281923
32,60.484793675532195,5.2601801634249465
46,60.484793675532195,5.261736659996459
11,60.484793675532195,5.263293156567971
37,60.484793675532195,5.264849653139483
30,60.484793675532195,5.2664061497109955
24,60.484793675532195,5.267962646282507
21,60.484793675532195,5.269519142854019
28,60.484793675532195,5.271075639425532
59,60.484793675532195,5.272632135997044
16,60.484793675532195,5.274188632568555
23,60.484793675532195,5.275745129140068
14,60.48374131542797,5.256958320036199
17,60.48374131542797,5.258514784379659
36,60.48374131542797,5.260071248723119
32,60.48374131542797,5.261627713066579
31,60.48374131542797,5.263184177410039
46,60.48374131542797,5.264740641753499
59,60.48374131542797,5.2662971060969594
45,60.48374131542797,5.267853570440419
60,60.48374131542797,5.2694100347838795
24,60.48374131542797,5.270966499127339
64,60.48374131542797,5.272522963470799
65,60.48374131542797,5.27407942781426
25,60.48374131542797,5.2756358921577196
26,60.48374131542797,5.277192356501179
22,60.48374131542797,5.27874882084464
8,60.48268896767521,5.256849478123769
34,60.48268896767521,5.258405910241644
41,60.48268896767521,5.259962342359519
21,60.48268896767521,5.261518774477395
7,60.48268896767521,5.264631638713144
15,60.48268896767521,5.2677445029488945
66,60.48268896767521,5.269300935066771
48,60.48268896767521,5.270857367184647
76,60.48268896767521,5.272413799302521
79,60.48268896767521,5.273970231420397
65,60.48268896767521,5.2755266635382725
11,60.48268896767521,5.277083095656147
13,60.48268896767521,5.278639527774023
19,60.48163663227315,5.256740644543639
49,60.48163663227315,5.258297044438395
25,60.48163663227315,5.259853444333153
23,60.48163663227315,5.261409844227911
11,60.48163663227315,5.262966244122668
10,60.48163663227315,5.267635443806941
82,60.48163663227315,5.269191843701699
63,60.48163663227315,5.270748243596456
65,60.48163663227315,5.272304643491213
43,60.48163663227315,5.273861043385971
56,60.48163663227315,5.275417443280729
10,60.48163663227315,5.283199442754516
18,60.48163663227315,5.284755842649274
43,60.480584309221015,5.258188186968926
28,60.480584309221015,5.259744554643033
23,60.480584309221015,5.26130092231714
12,60.480584309221015,5.262857289991246
9,60.480584309221015,5.264413657665353
13,60.480584309221015,5.265970025339459
13,60.480584309221015,5.267526393013565
38,60.480584309221015,5.272195496035885
27,60.480584309221015,5.273751863709992
14,60.47953199851795,5.265861015111844
15,60.480584309221015,5.256631819294821
28,60.47953199851795,5.256523002376313
33,60.47953199851795,5.258079337832235
18,60.47953199851795,5.259635673288156
24,60.47953199851795,5.261192008744079
20,60.47953199851795,5.2627483442
13,60.47953199851795,5.264304679655923
40,60.478479700163255,5.2564141937871325
54,60.478479700163255,5.257970497027335
32,60.478479700163255,5.2595268002675395
23,60.478479700163255,5.261083103507742
28,60.478479700163255,5.262639406747946
27,60.478479700163255,5.26419570998815
36,60.478479700163255,5.265752013228353
10,60.478479700163255,5.267308316468556
8,60.47742741415605,5.256305393526282
25,60.47742741415605,5.257861664553232
35,60.47742741415605,5.259417935580183
22,60.47742741415605,5.260974206607134
38,60.47742741415605,5.262530477634085
30,60.47742741415605,5.264086748661035
27,60.47742741415605,5.265643019687987
23,60.47742741415605,5.267199290714937
22,60.47637514049562,5.2577528404089335
36,60.47637514049562,5.259309079225098
20,60.47637514049562,5.260865318041263
67,60.47637514049562,5.262421556857425
41,60.47637514049562,5.263977795673589
40,60.47637514049562,5.265534034489752
12,60.47637514049562,5.267090273305916
8,60.47637514049562,5.26864651212208
9,60.47532287918112,5.25920023120129
25,60.47532287918112,5.260756437809132
29,60.47532287918112,5.262312644416974
31,60.47532287918112,5.2638688510248155
36,60.47532287918112,5.265425057632657
28,60.47532287918112,5.266981264240498
12,60.47532287918112,5.268537470848341
11,60.47532287918112,5.270093677456183
22,60.47427063021176,5.263759914713724
37,60.47427063021176,5.265316089115708
23,60.47427063021176,5.266872263517693
23,60.47427063021176,5.268428437919678
9,60.47427063021176,5.269984612321663
27,60.47427063021176,5.271540786723648
14,60.47427063021176,5.273096961125632
14,60.47427063021176,5.274653135527617
11,60.473218393586805,5.266763271136504
13,60.473218393586805,5.268319413335097
32,60.473218393586805,5.26987555553369
49,60.473218393586805,5.2714316977322815
22,60.473218393586805,5.272987839930875
12,60.473218393586805,5.274543982129467
15,60.473218393586805,5.276100124328059
40,60.472166169305396,5.2697665070912665
31,60.472166169305396,5.271322617088931
29,60.472166169305396,5.272878727086596
32,60.472166169305396,5.27443483708426
6,60.472166169305396,5.275990947081924
29,60.47111395736681,5.2696574669934035
23,60.47111395736681,5.271213544792604
17,60.47111395736681,5.272769622591805
6,60.47111395736681,5.2758817781902065
8,60.47111395736681,5.277437855989407
21,60.47006175777018,5.277328663255108
12,60.47532287918112,5.351016421063955
12,60.47532287918112,5.352572627671796
6,60.47427063021176,5.341568634812965
12,60.47427063021176,5.34312480921495
24,60.47427063021176,5.344680983616935
34,60.47427063021176,5.34623715801892
22,60.47427063021176,5.347793332420904
10,60.47427063021176,5.349349506822889
13,60.47427063021176,5.350905681224875
28,60.47427063021176,5.352461855626859
11,60.47427063021176,5.354018030028844
13,60.473218393586805,5.333677385675984
18,60.473218393586805,5.335233527874577
20,60.473218393586805,5.33678967007317
21,60.473218393586805,5.343014238867539
10,60.473218393586805,5.344570381066132
11,60.473218393586805,5.346126523264725
5,60.473218393586805,5.350794949860503
5,60.473218393586805,5.352351092059094
12,60.473218393586805,5.353907234257687
7,60.473218393586805,5.35546337645628
18,60.472166169305396,5.332010906997851
13,60.472166169305396,5.333567016995516
5,60.472166169305396,5.336679236990845
21,60.472166169305396,5.3429036769815035
6,60.472166169305396,5.344459786979169
10,60.472166169305396,5.352240336967491
11,60.472166169305396,5.3537964469651556
9,60.472166169305396,5.355352556962821
17,60.47111395736681,5.330344501162234
28,60.47111395736681,5.331900578961434
38,60.47111395736681,5.333456656760635
9,60.47111395736681,5.335012734559836
18,60.47111395736681,5.338124890158237
9,60.47111395736681,5.339680967957438
5,60.47006175777018,5.333346304970332
31,60.47006175777018,5.3349023505735325
8,60.47006175777018,5.336458396176734
9,60.47006175777018,5.339570487383135
18,60.47006175777018,5.341126532986336
11,60.47006175777018,5.342682578589536
8,60.47006175777018,5.344238624192736
10,60.47006175777018,5.345794669795938
13,60.47006175777018,5.347350715399138
9,60.47006175777018,5.34890676100234
67,60.469009570514785,5.328567921394611
17,60.469009570514785,5.330123934804275
12,60.469009570514785,5.33167994821394
15,60.469009570514785,5.334791975033267
30,60.469009570514785,5.336347988442931
9,60.469009570514785,5.3379040018525945
27,60.469009570514785,5.339460015262259
48,60.469009570514785,5.341016028671923
8,60.469009570514785,5.342572042081588
5,60.469009570514785,5.344128055491252
11,60.469009570514785,5.345684068900916
17,60.469009570514785,5.34724008231058
11,60.469009570514785,5.348796095720243
38,60.467957395599804,5.3284576830636725
47,60.467957395599804,5.330013664282262
58,60.467957395599804,5.331569645500853
18,60.467957395599804,5.333125626719443
47,60.467957395599804,5.334681607938035
33,60.467957395599804,5.336237589156625
24,60.467957395599804,5.337793570375216
22,60.467957395599804,5.3393495515938065
25,60.467957395599804,5.340905532812398
38,60.467957395599804,5.342461514030988
22,60.467957395599804,5.344017495249578
6,60.467957395599804,5.345573476468169
6,60.467957395599804,5.347129457686759
39,60.46690523302444,5.329903402196886
58,60.46690523302444,5.331459351226866
42,60.46690523302444,5.333015300256847
13,60.46690523302444,5.334571249286826
24,60.46690523302444,5.336127198316806
23,60.46690523302444,5.3376831473467865
18,60.46690523302444,5.339239096376766
22,60.46690523302444,5.340795045406748
32,60.46690523302444,5.3423509944367265
64,60.46690523302444,5.343906943466706
13,60.46690523302444,5.345462892496688
12,60.46690523302444,5.347018841526666
25,60.46690523302444,5.348574790556648
11,60.46585308278792,5.3313490653909765
9,60.46585308278792,5.332904982234808
18,60.46585308278792,5.3406845664539695
39,60.46585308278792,5.342240483297801
66,60.46585308278792,5.343796400141634
24,60.46585308278792,5.345352316985466
30,60.46585308278792,5.346908233829298
24,60.46585308278792,5.348464150673131
14,60.46585308278792,5.3500200675169625
88,60.464800944889454,5.342129980613203
99,60.464800944889454,5.34368586527335
95,60.464800944889454,5.345241749933496
40,60.464800944889454,5.346797634593642
13,60.464800944889454,5.348353519253789
6,60.464800944889454,5.349909403913935
19,60.464800944889454,5.351465288574082
78,60.463748819328245,5.343575338860847
62,60.463748819328245,5.345131191339771
17,60.46269670610346,5.341909000602961
56,60.46269670610346,5.343464820903122
17,60.46269670610346,5.345020641203283
48,60.46269670610346,5.346576461503444
22,60.46269670610346,5.348132281803605
11,60.46164460521438,5.341798523275306
60,60.46164460521438,5.343354311399166
8,60.46164460521438,5.344910099523026
12,60.46164460521438,5.346465887646887
9,60.46059251666021,5.343243810347975
15,60.47427063021176,5.319782193185178
14,60.473218393586805,5.319672105888651
21,60.473218393586805,5.321228248087244
7,60.472166169305396,5.316449807021205
39,60.472166169305396,5.31800591701887
94,60.472166169305396,5.319562027016534
97,60.472166169305396,5.3211181370141984
13,60.472166169305396,5.3226742470118635
7,60.47111395736681,5.311671567571825
13,60.47111395736681,5.313227645371025
11,60.47111395736681,5.314783723170226
47,60.47111395736681,5.316339800969427
125,60.47111395736681,5.317895878768628
189,60.47111395736681,5.319451956567828
109,60.47111395736681,5.321008034367029
94,60.47111395736681,5.32256411216623
42,60.47111395736681,5.324120189965431
10,60.47006175777018,5.314673757731924
23,60.47006175777018,5.3162298033351245
40,60.47006175777018,5.317785848938326
96,60.47006175777018,5.319341894541526
124,60.47006175777018,5.320897940144727
95,60.47006175777018,5.322453985747927
64,60.47006175777018,5.324010031351128
13,60.47006175777018,5.3255660769543285
50,60.47111395736681,5.280550011587809
17,60.47006175777018,5.272660526445506
13,60.47006175777018,5.274216572048707
29,60.47006175777018,5.275772617651906
12,60.47006175777018,5.28044075446151
45,60.47006175777018,5.28199680006471
16,60.47006175777018,5.28355284566791
18,60.469009570514785,5.274107452056369
25,60.469009570514785,5.275663465466033
26,60.469009570514785,5.277219478875697
8,60.469009570514785,5.278775492285361
30,60.469009570514785,5.280331505695025
45,60.469009570514785,5.281887519104688
35,60.469009570514785,5.283443532514352
35,60.469009570514785,5.284999545924016
7,60.467957395599804,5.277110302850181
5,60.467957395599804,5.278666284068772
34,60.467957395599804,5.280222265287362
41,60.467957395599804,5.281778246505953
25,60.467957395599804,5.283334227724542
13,60.467957395599804,5.284890208943134
7,60.46690523302444,5.277001135177562
13,60.46690523302444,5.278557084207542
50,60.46690523302444,5.280113033237522
36,60.46690523302444,5.281668982267503
13,60.46585308278792,5.2768919758568495
19,60.46585308278792,5.278447892700683
27,60.46585308278792,5.280003809544514
34,60.46585308278792,5.281559726388347
32,60.46585308278792,5.283115643232178
10,60.464800944889454,5.276782824887047
28,60.464800944889454,5.278338709547195
33,60.464800944889454,5.279894594207341
47,60.464800944889454,5.281450478867487
17,60.464800944889454,5.283006363527633
15,60.464800944889454,5.28456224818778
17,60.464800944889454,5.286118132847927
60,60.463748819328245,5.278229534746084
53,60.463748819328245,5.279785387225007
40,60.463748819328245,5.281341239703931
36,60.463748819328245,5.282897092182853
25,60.463748819328245,5.284452944661776
37,60.463748819328245,5.286008797140699
68,60.463748819328245,5.287564649619622
47,60.46269670610346,5.279676188596519
35,60.46269670610346,5.281232008896681
16,60.46269670610346,5.282787829196841
9,60.46269670610346,5.284343649497003
14,60.46269670610346,5.2858994697971635
70,60.46269670610346,5.287455290097324
7,60.46269670610346,5.289011110397485
46,60.46269670610346,5.290566930697646
30,60.47111395736681,5.299222945178219
36,60.47111395736681,5.300779022977419
36,60.47111395736681,5.30233510077662
54,60.47111395736681,5.303891178575821
6,60.47006175777018,5.2960012104935155
42,60.47006175777018,5.297557256096717
51,60.47006175777018,5.299113301699917
40,60.47006175777018,5.300669347303119
63,60.47006175777018,5.302225392906318
37,60.47006175777018,5.303781438509519
41,60.47006175777018,5.30533748411272
18,60.469009570514785,5.295891639791665
39,60.469009570514785,5.297447653201329
41,60.469009570514785,5.299003666610993
21,60.469009570514785,5.300559680020658
47,60.469009570514785,5.302115693430322
17,60.469009570514785,5.303671706839986
82,60.469009570514785,5.3052277202496505
39,60.469009570514785,5.306783733659314
26,60.469009570514785,5.314563800707634
38,60.467957395599804,5.294226096254677
21,60.467957395599804,5.295782077473269
20,60.467957395599804,5.297338058691858
13,60.467957395599804,5.29889403991045
30,60.467957395599804,5.30045002112904
25,60.467957395599804,5.302006002347631
5,60.467957395599804,5.3035619835662215
59,60.467957395599804,5.305117964784812
15,60.467957395599804,5.309785908440585
15,60.467957395599804,5.311341889659174
37,60.467957395599804,5.316009833314947
56,60.467957395599804,5.317565814533538
15,60.46690523302444,5.292560625477362
7,60.46690523302444,5.294116574507344
30,60.46690523302444,5.295672523537323
65,60.46690523302444,5.297228472567304
24,60.46690523302444,5.298784421597284
5,60.46690523302444,5.300340370627263
22,60.46690523302444,5.303452268687224
44,60.46585308278792,5.301786645358165
25,60.46585308278792,5.303342562201997
61,60.469009570514785,5.3161198141172985
42,60.469009570514785,5.317675827526963
33,60.469009570514785,5.319231840936627
50,60.469009570514785,5.32078785434629
28,60.469009570514785,5.322343867755954
11,60.469009570514785,5.323899881165619
18,60.469009570514785,5.325455894575282
25,60.467957395599804,5.320677776970719
13,60.467957395599804,5.322233758189309
11,60.467957395599804,5.323789739407901
14,60.467957395599804,5.3253457206264905
13,60.46690523302444,5.3205677080170055
18,60.46690523302444,5.322123657046985
14,60.46690523302444,5.3252355551069455
16,60.46585308278792,5.320457647484151
8,60.46585308278792,5.322013564327983
34,60.46585308278792,5.325125398015647
5,60.464800944889454,5.317235826050858
27,60.464800944889454,5.318791710711006
23,60.464800944889454,5.320347595371151
9,60.463748819328245,5.320237551677003
6,60.463748819328245,5.32334925663485
7,60.463748819328245,5.3249051091137725
8,60.46269670610346,5.323239157001028
10,60.46269670610346,5.324794977301189
5,60.46164460521438,5.3231290657889785
12,60.46164460521438,5.324684853912839
9,60.46164460521438,5.3262406420367
21,60.46164460521438,5.32779643016056
6,60.46059251666021,5.321463227047677
6,60.46059251666021,5.323018982997699
10,60.46059251666021,5.324574738947719
16,60.46059251666021,5.326130494897741
19,60.4595404404401,5.322908908626185
19,60.4595404404401,5.324464632404827
14,60.4595404404401,5.32602035618347
22,60.45848837655334,5.3227988426734365
10,60.45848837655334,5.324354534283161
15,60.469009570514785,5.351908122539571
15,60.46690523302444,5.359466433766508
24,60.46690523302444,5.361022382796488
21,60.46690523302444,5.362578331826469
40,60.46585308278792,5.360911485423788
25,60.46585308278792,5.36246740226762
39,60.46585308278792,5.364023319111453
8,60.46585308278792,5.365579235955284
59,60.464800944889454,5.360800596534961
84,60.464800944889454,5.362356481195108
20,60.464800944889454,5.3639123658552545
14,60.464800944889454,5.368580019835695
17,60.464800944889454,5.370135904495841
35,60.463748819328245,5.3606897161289995
55,60.463748819328245,5.362245568607923
41,60.463748819328245,5.363801421086846
17,60.463748819328245,5.365357273565769
50,60.463748819328245,5.368468978523615
58,60.463748819328245,5.370024831002538
5,60.463748819328245,5.371580683481461
