stop_id,stop_name,stop_lat,stop_lon,stop_desc,location_type,parent_station,wheelchair_boarding,vehicle_type,platform_code
NSR:Quay:51519,Ådlandsflaten,60.282007,5.250639,,,NSR:StopPlace:29967,,700,
NSR:Quay:51520,Øklandslio snuplass,59.811639,5.529736,,,NSR:StopPlace:29968,,700,
NSR:Quay:51521,Søre Fjell,60.325087,5.074849,,,NSR:StopPlace:29969,,700,
NSR:Quay:51522,Søre Fjell,60.325004,5.074611,,,NSR:StopPlace:29969,,700,
NSR:Quay:51523,Vatna,59.813232,5.487620,,,NSR:StopPlace:29970,,700,
NSR:Quay:51524,Sandslislusen,60.298650,5.273306,,,NSR:StopPlace:29971,,700,
NSR:Quay:51525,Sandslislusen,60.298764,5.272890,,,NSR:StopPlace:29971,,700,
NSR:Quay:51526,Fjellgardane vest,59.821130,5.495837,,,NSR:StopPlace:29972,,700,
NSR:Quay:51527,Podlagrinda,60.322270,5.073220,,,NSR:StopPlace:29973,,700,
NSR:Quay:51528,Podlagrinda,60.322740,5.073559,,,NSR:StopPlace:29973,,700,
NSR:Quay:51530,Fjellgardane aust,59.823162,5.498969,,,NSR:StopPlace:29975,,700,
NSR:Quay:51531,Skranesvingen,60.301097,5.271721,,,NSR:StopPlace:29976,,700,
NSR:Quay:51532,Skranesvingen,60.300896,5.271766,,,NSR:StopPlace:29976,,700,
NSR:Quay:51533,Krossleitet,60.900760,5.456409,,,NSR:StopPlace:29977,,700,
NSR:Quay:51534,Krossleitet,60.900852,5.456277,,,NSR:StopPlace:29977,,700,
NSR:Quay:51535,Krossleitet,60.900770,5.456181,,,NSR:StopPlace:29977,,700,
NSR:Quay:51536,Fjellgardane bedehus,59.824787,5.501785,,,NSR:StopPlace:29978,,700,
NSR:Quay:51537,Storrinden,60.305181,5.269583,,,NSR:StopPlace:61197,,700,
NSR:Quay:51538,Storrinden,60.303595,5.269481,,,NSR:StopPlace:29979,,700,
NSR:Quay:51539,Storrinden,60.305317,5.269926,,,NSR:StopPlace:61197,,700,
NSR:Quay:51540,Eskeland vest,59.826725,5.506995,,,NSR:StopPlace:29980,,700,
NSR:Quay:51542,Krossleitet,60.317984,5.077363,,,NSR:StopPlace:29981,,700,
NSR:Quay:51543,Eskeland aust,59.827331,5.509987,,,NSR:StopPlace:29982,,700,
NSR:Quay:51544,Nordåstreet,60.306934,5.315914,,,NSR:StopPlace:29983,,700,
NSR:Quay:51545,Nordåstreet,60.306847,5.317186,,,NSR:StopPlace:29983,,700,
NSR:Quay:51546,Tellnesskogen,60.311307,5.081359,,,NSR:StopPlace:29984,,700,
NSR:Quay:51547,Tellnesskogen,60.311487,5.081389,,,NSR:StopPlace:29984,,700,
NSR:Quay:51548,Førland vest,59.829340,5.513723,,,NSR:StopPlace:29985,,700,
NSR:Quay:51549,Nordåsgrenda,60.307053,5.322848,,,NSR:StopPlace:29986,,700,
NSR:Quay:51550,Nordåsgrenda,60.307312,5.321668,,,NSR:StopPlace:29986,,700,
NSR:Quay:51551,Førland aust,59.831146,5.518521,,,NSR:StopPlace:29987,,700,
NSR:Quay:51552,Brubrekko,60.301006,5.085075,,,NSR:StopPlace:29988,,700,
NSR:Quay:51553,Brubrekko,60.301888,5.084734,,,NSR:StopPlace:29988,,700,
NSR:Quay:51554,Søråsgrenda,60.304880,5.320839,,,NSR:StopPlace:29989,,700,
NSR:Quay:51555,Søråsgrenda,60.304620,5.321422,,,NSR:StopPlace:29989,,700,
NSR:Quay:51556,Prestegardsskogen,59.803383,5.514770,,,NSR:StopPlace:29990,,700,
NSR:Quay:51557,Prestegardsskogen,59.803806,5.515987,,,NSR:StopPlace:29990,,700,
NSR:Quay:51558,Kilden senter,60.306190,5.325262,,,NSR:StopPlace:29991,,700,
NSR:Quay:51559,Kilden senter,60.305789,5.325920,,,NSR:StopPlace:29991,,700,
NSR:Quay:51560,Nordbygdo ungdomsskule,59.802948,5.515802,,,NSR:StopPlace:29993,,700,
NSR:Quay:51561,Tellnesskiftet,60.295920,5.082388,,,NSR:StopPlace:29992,,700,
NSR:Quay:51562,Søråsbrotet,60.302127,5.327232,,,NSR:StopPlace:29994,,700,
NSR:Quay:51563,Tellnesskiftet,60.296814,5.083965,,,NSR:StopPlace:29992,,700,
NSR:Quay:51564,Søråsbrotet,60.303479,5.327098,,,NSR:StopPlace:29994,,700,
NSR:Quay:51565,Tellnes skule,60.294098,5.081266,,,NSR:StopPlace:29995,,700,
NSR:Quay:51566,Stølshaugen,60.292341,5.285966,,,NSR:StopPlace:29996,,700,
NSR:Quay:51567,Stølshaugen,60.292288,5.286183,,,NSR:StopPlace:29996,,700,
NSR:Quay:51568,Børtveit,60.537426,5.433304,,,NSR:StopPlace:29997,,700,
NSR:Quay:51569,Børtveit,60.537457,5.433067,,,NSR:StopPlace:29997,,700,
NSR:Quay:51570,Sandsliåsen,60.297120,5.288951,,,NSR:StopPlace:29998,,700,
NSR:Quay:51571,Sandsliåsen,60.297916,5.289708,,,NSR:StopPlace:29998,,700,
NSR:Quay:51572,Børtveit,59.894176,5.513316,,,NSR:StopPlace:29999,,700,
NSR:Quay:51573,Børtveit,59.892925,5.512630,,,NSR:StopPlace:29999,,700,
NSR:Quay:51574,Tellnes skule fv. 560,60.293120,5.080400,,,NSR:StopPlace:30000,,700,
NSR:Quay:51575,Jektavik ferjekai,59.885807,5.521579,,,NSR:StopPlace:30019,,700,
NSR:Quay:51576,Grimstadskiftet,60.311988,5.267427,,,NSR:StopPlace:30002,,700,
NSR:Quay:51577,Kleivane,60.329760,5.065933,,,NSR:StopPlace:30003,,700,
NSR:Quay:51578,Kleivane,60.329617,5.066106,,,NSR:StopPlace:30003,,700,
NSR:Quay:51579,Uføro,59.874027,5.524045,,,NSR:StopPlace:30004,,700,
NSR:Quay:51580,Petedalsheia,60.301627,5.287645,,,NSR:StopPlace:30005,,700,
NSR:Quay:51581,Petedalsheia,60.301877,5.287205,,,NSR:StopPlace:30005,,700,
NSR:Quay:51582,Prestasmoget,60.330090,5.059791,,,NSR:StopPlace:30006,,700,
NSR:Quay:51583,Prestasmoget,60.330227,5.059091,,,NSR:StopPlace:30006,,700,
NSR:Quay:51584,Agdestein,59.865280,5.522925,,,NSR:StopPlace:30007,,700,
NSR:Quay:51585,Agdestein,59.865868,5.522659,,,NSR:StopPlace:30007,,700,
NSR:Quay:51586,Fanatorget,60.304860,5.282737,,,NSR:StopPlace:30008,,700,
NSR:Quay:51587,Fanatorget,60.304711,5.281347,,,NSR:StopPlace:30008,,700,
NSR:Quay:51588,Litlakvilet,60.330170,5.050121,,,NSR:StopPlace:30009,,700,
NSR:Quay:51589,Litlakvilet,60.330242,5.052668,,,NSR:StopPlace:30009,,700,
NSR:Quay:51590,Borevik,59.854145,5.523277,,,NSR:StopPlace:30010,,700,
NSR:Quay:51591,Borevik,59.853380,5.522888,,,NSR:StopPlace:30010,,700,
NSR:Quay:51592,Eldsbakkane,60.308880,5.280083,,,NSR:StopPlace:30011,,700,
NSR:Quay:51593,Eldsbakkane,60.309643,5.279811,,,NSR:StopPlace:30011,,700,
NSR:Quay:51594,Grov nord E39,59.844420,5.524154,,,NSR:StopPlace:30012,,700,
NSR:Quay:51595,Grov nord E39,59.844746,5.524560,,,NSR:StopPlace:30012,,700,
NSR:Quay:51596,Ulveset,60.328133,5.044350,,,NSR:StopPlace:30013,,700,
NSR:Quay:51597,Ulveset,60.327644,5.042175,,,NSR:StopPlace:30013,,700,
NSR:Quay:51598,Sandslihaugen,60.291558,5.283729,,,NSR:StopPlace:30014,,700,
NSR:Quay:51599,Sandslihaugen,60.291218,5.282723,,,NSR:StopPlace:30014,,700,
NSR:Quay:51600,Grov E39,59.840225,5.523062,,,NSR:StopPlace:30015,,700,
NSR:Quay:51601,Grov E39,59.840492,5.523359,,,NSR:StopPlace:30015,,700,
NSR:Quay:51602,Rolland sør,60.404263,5.450541,,,NSR:StopPlace:30016,,700,
NSR:Quay:51603,Rolland sør,60.404020,5.451020,,,NSR:StopPlace:30016,,700,
NSR:Quay:51604,Grov sør E39,59.836197,5.523259,,,NSR:StopPlace:30017,,700,
NSR:Quay:51605,Grov sør E39,59.835540,5.522945,,,NSR:StopPlace:30017,,700,
NSR:Quay:51606,Ulveset Terrasse,60.326736,5.030380,,,NSR:StopPlace:30018,,700,
NSR:Quay:51607,Ulveset Terrasse,60.326870,5.030253,,,NSR:StopPlace:30018,,700,
NSR:Quay:51609,Rolland nord,60.410294,5.448995,,,NSR:StopPlace:30020,,700,
NSR:Quay:51610,Rolland nord,60.410328,5.448784,,,NSR:StopPlace:30020,,700,
NSR:Quay:51611,Mehammar nord,59.915157,5.484801,,,NSR:StopPlace:30021,,700,
NSR:Quay:51612,Mehammar nord,59.915703,5.484729,,,NSR:StopPlace:30021,,700,
NSR:Quay:51613,Ulveset skule,60.327114,5.036168,,,NSR:StopPlace:30022,,700,
NSR:Quay:51614,Øvre Mjeldheim,60.416733,5.450777,,,NSR:StopPlace:30023,,700,
NSR:Quay:51615,Øvre Mjeldheim,60.416744,5.450559,,,NSR:StopPlace:30023,,700,
NSR:Quay:51616,Mehammar skulestopp,59.913820,5.486498,,,NSR:StopPlace:30024,,700,
NSR:Quay:51617,Halsvarden,60.326733,5.021711,,,NSR:StopPlace:30026,,700,
NSR:Quay:51618,Kleivadalskiftet,60.417990,5.454635,,,NSR:StopPlace:30025,,700,
NSR:Quay:51619,Halsvarden,60.326565,5.020118,,,NSR:StopPlace:30026,,700,
NSR:Quay:51620,Kleivadalskiftet,60.417904,5.454766,,,NSR:StopPlace:30025,,700,
NSR:Quay:51621,Mehammar,59.911629,5.491321,,,NSR:StopPlace:30027,,700,
NSR:Quay:51622,Mehammar,59.911203,5.492558,,,NSR:StopPlace:30027,,700,
NSR:Quay:51623,Mjeldheimskleiva kryss,60.418970,5.456664,,,NSR:StopPlace:30028,,700,
NSR:Quay:51624,Mjeldheimskleiva kryss,60.418922,5.456422,,,NSR:StopPlace:30028,,700,
NSR:Quay:51625,Austegardsvegen,60.325890,5.011684,,,NSR:StopPlace:30029,,700,
NSR:Quay:51626,Mehammar sør,59.905369,5.502721,,,NSR:StopPlace:30030,,700,
NSR:Quay:51627,Mehammar sør,59.907092,5.501018,,,NSR:StopPlace:30030,,700,
NSR:Quay:51628,Mjeldheim,60.417915,5.459974,,,NSR:StopPlace:30031,,700,
NSR:Quay:51629,Mjeldheim,60.417995,5.460118,,,NSR:StopPlace:30031,,700,
NSR:Quay:51630,Langenuen Camping,59.900124,5.508251,,,NSR:StopPlace:30032,,700,
NSR:Quay:51631,Langenuen Camping,59.900990,5.507708,,,NSR:StopPlace:30032,,700,
NSR:Quay:51632,Møvik,60.326427,5.006025,,,NSR:StopPlace:30033,,700,
NSR:Quay:51633,Møvik,60.326340,5.005747,,,NSR:StopPlace:30033,,700,
NSR:Quay:51634,Mjeldheim E16,60.414565,5.466418,,,NSR:StopPlace:30034,,700,
NSR:Quay:51635,Mjeldheim E16,60.414730,5.466530,,,NSR:StopPlace:30034,,700,
NSR:Quay:51636,Peterteig,59.810490,5.367896,,,NSR:StopPlace:30035,,700,
NSR:Quay:51637,Peterteig,59.809914,5.367624,,,NSR:StopPlace:30035,,700,
NSR:Quay:51638,Tjødnalio skule,59.770477,5.412000,,,NSR:StopPlace:30036,,700,
NSR:Quay:51639,Toro,60.413433,5.467289,,,NSR:StopPlace:30037,,700,
NSR:Quay:51640,Leirvik,60.328720,5.000398,,,NSR:StopPlace:30038,,700,
NSR:Quay:51641,Tjødnalio skule,59.769730,5.412929,,,NSR:StopPlace:30036,,700,
NSR:Quay:51642,Toro,60.413483,5.467623,,,NSR:StopPlace:30037,,700,
NSR:Quay:51643,Leirvik,60.328690,5.000809,,,NSR:StopPlace:30038,,700,
NSR:Quay:51644,Tjødnalio skule,59.769672,5.411544,,,NSR:StopPlace:30036,,700,
NSR:Quay:51645,Algaard,60.417572,5.467261,,,NSR:StopPlace:30039,,700,
NSR:Quay:51646,Algaard,60.417732,5.466968,,,NSR:StopPlace:30039,,700,
NSR:Quay:51647,Almås,59.772980,5.402413,,,NSR:StopPlace:30040,,700,
NSR:Quay:51648,Almås,59.773525,5.401431,,,NSR:StopPlace:30040,,700,
NSR:Quay:51649,Leirvik vest,60.332330,4.998548,,,NSR:StopPlace:30041,,700,
NSR:Quay:51650,Leirvik vest,60.332466,4.998727,,,NSR:StopPlace:30041,,700,
NSR:Quay:51651,Haukeland Unnelandsvegen,60.357037,5.452199,,,NSR:StopPlace:30042,,700,
NSR:Quay:51652,Haukeland Unnelandsvegen,60.357220,5.451682,,,NSR:StopPlace:30042,,700,
NSR:Quay:51653,Sagvåg,59.775356,5.394097,,,NSR:StopPlace:30043,,700,
NSR:Quay:51654,Sagvåg,59.774544,5.395560,,,NSR:StopPlace:30043,,700,
NSR:Quay:51655,Skålevik gravplass,60.334927,4.995622,,,NSR:StopPlace:30044,,700,
NSR:Quay:51656,Skålevik gravplass,60.336240,4.994790,,,NSR:StopPlace:30044,,700,
NSR:Quay:51657,Lid Nygård,60.355537,5.459205,,,NSR:StopPlace:30045,,700,
NSR:Quay:51658,Lid Nygård,60.355656,5.459273,,,NSR:StopPlace:30045,,700,
NSR:Quay:51659,Buneset,59.778847,5.396764,,,NSR:StopPlace:30046,,700,
NSR:Quay:51660,Buneset,59.778206,5.396031,,,NSR:StopPlace:30046,,700,
NSR:Quay:51661,Kuaneset,60.342148,4.996820,,,NSR:StopPlace:30048,,700,
NSR:Quay:51662,Gamle Sagvåg skule,59.779260,5.394041,,,NSR:StopPlace:30047,,700,
NSR:Quay:51663,Kuaneset,60.342710,4.997825,,,NSR:StopPlace:30048,,700,
NSR:Quay:51664,Gamle Sagvåg skule,59.779606,5.392867,,,NSR:StopPlace:30047,,700,
NSR:Quay:51665,Lid fv. 236,60.357070,5.466521,,,NSR:StopPlace:30049,,700,
NSR:Quay:51666,Lid fv. 236,60.357174,5.466356,,,NSR:StopPlace:30049,,700,
NSR:Quay:51667,Nysæterfeltet,59.781425,5.388000,,,NSR:StopPlace:30050,,700,
NSR:Quay:51668,Nysæterfeltet,59.782193,5.391645,,,NSR:StopPlace:30050,,700,
NSR:Quay:51669,Unneland,60.361140,5.479338,,,NSR:StopPlace:30051,,700,
NSR:Quay:51670,Unneland,60.361034,5.479360,,,NSR:StopPlace:30051,,700,
NSR:Quay:51671,Algrøyna kryss,60.348064,4.993793,,,NSR:StopPlace:30052,,700,
NSR:Quay:51672,Algrøyna kryss,60.348087,4.993518,,,NSR:StopPlace:30052,,700,
NSR:Quay:51673,Sagvåg skule,59.782158,5.380083,,,NSR:StopPlace:30053,,700,
NSR:Quay:51674,Sagvåg skule,59.782192,5.378772,,,NSR:StopPlace:30053,,700,
NSR:Quay:51675,Unnelandsflaten,60.365480,5.481891,,,NSR:StopPlace:30054,,700,
NSR:Quay:51676,Unnelandsflaten,60.365440,5.482156,,,NSR:StopPlace:30054,,700,
NSR:Quay:51677,Skålevikneset,60.343815,4.986713,,,NSR:StopPlace:30055,,700,
NSR:Quay:51678,Skålevikneset,60.343710,4.986635,,,NSR:StopPlace:30055,,700,
NSR:Quay:51679,Dyvik sør,59.788387,5.372196,,,NSR:StopPlace:30056,,700,
NSR:Quay:51680,Neset sør,60.368702,5.478685,,,NSR:StopPlace:30057,,700,
NSR:Quay:51681,Neset sør,60.368690,5.478938,,,NSR:StopPlace:30057,,700,
NSR:Quay:51682,Litlabø idrettssenter,59.788193,5.416407,,,NSR:StopPlace:30058,,700,
NSR:Quay:51683,Litlabø idrettssenter,59.788180,5.417408,,,NSR:StopPlace:30058,,700,
NSR:Quay:51684,Skålevik skule,60.346073,4.995879,,,NSR:StopPlace:30059,,700,
NSR:Quay:51685,Neset,60.370884,5.473469,,,NSR:StopPlace:30060,,700,
NSR:Quay:51686,Neset,60.370820,5.473249,,,NSR:StopPlace:30060,,700,
NSR:Quay:51687,Dyvik,59.791615,5.372744,,,NSR:StopPlace:30061,,700,
NSR:Quay:51688,Dyvik,59.791656,5.372379,,,NSR:StopPlace:30061,,700,
NSR:Quay:51689,Vikanes snuplass,59.778725,5.367297,,,NSR:StopPlace:30062,,700,
NSR:Quay:51690,Neset,60.836758,5.893900,,,NSR:StopPlace:30063,,700,
NSR:Quay:51691,Neset,60.836710,5.893592,,,NSR:StopPlace:30063,,700,
NSR:Quay:51692,Morlandstø,60.363791,5.072798,,,NSR:StopPlace:30064,,700,
NSR:Quay:51693,Morlandstø,60.365404,5.071545,,,NSR:StopPlace:30064,,700,
NSR:Quay:51694,Litlabø samfunnshus,59.783924,5.413684,,,NSR:StopPlace:30065,,700,
NSR:Quay:51695,Litlabø samfunnshus,59.784306,5.414301,,,NSR:StopPlace:30065,,700,
NSR:Quay:51696,Solesnes,60.305232,6.271860,,,NSR:StopPlace:30066,,700,
NSR:Quay:51697,Bogdehaugen,59.775201,5.374020,,,NSR:StopPlace:30067,,700,
NSR:Quay:51698,Solesnes,60.305293,6.272276,,,NSR:StopPlace:30066,,700,
NSR:Quay:51699,Morland kryss,60.367540,5.065497,,,NSR:StopPlace:30068,,700,
NSR:Quay:51700,Morland kryss,60.367626,5.064878,,,NSR:StopPlace:30068,,700,
NSR:Quay:51701,Nysæterhaugen,59.782130,5.405711,,,NSR:StopPlace:30069,,700,
NSR:Quay:51702,Nysæterhaugen,59.782340,5.406054,,,NSR:StopPlace:30069,,700,
NSR:Quay:51703,Langaneskrysset,60.373360,5.467584,,,NSR:StopPlace:30070,,700,
NSR:Quay:51704,Langaneskrysset,60.373337,5.467897,,,NSR:StopPlace:30070,,700,
NSR:Quay:51705,Kappellen,59.774630,5.375922,,,NSR:StopPlace:30071,,700,
NSR:Quay:51706,Knappskog utmark,60.372143,5.058941,,,NSR:StopPlace:30072,,700,
NSR:Quay:51707,Knappskog utmark,60.370730,5.060237,,,NSR:StopPlace:30072,,700,
NSR:Quay:51708,Espeland fv. 236,60.377170,5.464644,,,NSR:StopPlace:30073,,700,
NSR:Quay:51709,Espeland fv. 236,60.377109,5.464733,,,NSR:StopPlace:30073,,700,
NSR:Quay:51710,Mosahaugen,59.781677,5.399338,,,NSR:StopPlace:30074,,700,
NSR:Quay:51711,Mosahaugen,59.781580,5.398466,,,NSR:StopPlace:30074,,700,
NSR:Quay:51712,Espeland ved Moldalia,60.379461,5.465033,,,NSR:StopPlace:30075,,700,
NSR:Quay:51713,Fjæreide kryss,60.379665,5.056204,,,NSR:StopPlace:30076,,700,
NSR:Quay:51714,Fjæreide kryss,60.378475,5.056104,,,NSR:StopPlace:30076,,700,
NSR:Quay:51715,Jensaneset,59.777065,5.379432,,,NSR:StopPlace:30077,,700,
NSR:Quay:51716,Jensaneset,59.777530,5.380262,,,NSR:StopPlace:30077,,700,
NSR:Quay:51717,Breistein ferjekai,60.490354,5.399706,,,NSR:StopPlace:30078,,1000,
NSR:Quay:51718,Jensanesvegen aust,59.780480,5.388571,,,NSR:StopPlace:30079,,700,
NSR:Quay:51719,Jensanesvegen aust,59.780647,5.386561,,,NSR:StopPlace:30079,,700,
NSR:Quay:51720,Knappskog,60.384464,5.054437,,,NSR:StopPlace:30080,,700,
NSR:Quay:51721,Knappskog,60.383987,5.055056,,,NSR:StopPlace:30080,,700,
NSR:Quay:51722,Råstølen,60.300391,5.310026,,,NSR:StopPlace:30081,,900,
NSR:Quay:51723,Råstølen,60.300446,5.310106,,,NSR:StopPlace:30081,,900,
NSR:Quay:51724,Jensanesvegen vest,59.779114,5.384465,,,NSR:StopPlace:30082,,700,
NSR:Quay:51725,Jensanesvegen vest,59.779144,5.384189,,,NSR:StopPlace:30082,,700,
NSR:Quay:51726,Vikaneskleivo,59.775790,5.372579,,,NSR:StopPlace:30083,,700,
NSR:Quay:51727,Sandsligården,60.293750,5.276436,,,NSR:StopPlace:30084,,700,
NSR:Quay:51728,Sandsligården,60.292968,5.276667,,,NSR:StopPlace:30084,,700,
NSR:Quay:51729,Ormevik,60.388966,5.049841,,,NSR:StopPlace:30085,,700,
NSR:Quay:51730,Ormevik,60.388363,5.050948,,,NSR:StopPlace:30085,,700,
NSR:Quay:51731,Sætrevik,59.767258,5.404891,,,NSR:StopPlace:30086,,700,
NSR:Quay:51732,Rambergtunet,60.256790,5.350095,,,NSR:StopPlace:30087,,700,
NSR:Quay:51733,Rambergtunet,60.257020,5.350229,,,NSR:StopPlace:30087,,700,
NSR:Quay:51734,Sætrevik,60.597480,4.997362,,,NSR:StopPlace:30088,,700,
NSR:Quay:51735,Sætrevik,60.597446,4.995439,,,NSR:StopPlace:30088,,700,
NSR:Quay:51736,Spjeld,60.390663,5.039661,,,NSR:StopPlace:30089,,700,
NSR:Quay:51737,Spjeld,60.390232,5.041475,,,NSR:StopPlace:30089,,700,
NSR:Quay:51738,Nysæter ungdomsskule,59.784820,5.398354,,,NSR:StopPlace:30090,,700,
NSR:Quay:51739,Birkelandsflaten,60.291888,5.266531,,,NSR:StopPlace:30091,,700,
NSR:Quay:51740,Spjeldbrekko,60.392810,5.035189,,,NSR:StopPlace:30092,,700,
NSR:Quay:51741,Spjeldbrekko,60.393430,5.034160,,,NSR:StopPlace:30092,,700,
NSR:Quay:51742,Solid idrettsbane,59.786020,5.402805,,,NSR:StopPlace:30093,,700,
NSR:Quay:51743,Hamreskiftet,60.261786,5.350830,,,NSR:StopPlace:30094,,700,
NSR:Quay:51744,Hamreskiftet,60.261895,5.350755,,,NSR:StopPlace:30094,,700,
NSR:Quay:51745,Åkervikåsen,59.785606,5.409286,,,NSR:StopPlace:30095,,700,
NSR:Quay:51746,Dala nord,60.289017,5.076396,,,NSR:StopPlace:30096,,700,
NSR:Quay:51747,Dala nord,60.289207,5.076936,,,NSR:StopPlace:30096,,700,
NSR:Quay:51748,Søråsskiftet,60.301281,5.327395,,,NSR:StopPlace:30097,,700,
NSR:Quay:51749,Søråsskiftet,60.301184,5.327637,,,NSR:StopPlace:30097,,700,
NSR:Quay:51750,Kannelønning aust,59.786556,5.461676,,,NSR:StopPlace:30098,,700,
NSR:Quay:51751,Kannelønning aust,59.786580,5.461370,,,NSR:StopPlace:30098,,700,
NSR:Quay:51752,Rå skole,60.298037,5.325134,,,NSR:StopPlace:30099,,700,
NSR:Quay:51753,Rå skole,60.296937,5.322471,,,NSR:StopPlace:30099,,700,
NSR:Quay:51754,Dala,60.288139,5.072441,,,NSR:StopPlace:30100,,700,
NSR:Quay:51755,Dala,60.287884,5.072824,,,NSR:StopPlace:30100,,700,
NSR:Quay:51756,Hillarhaugen,59.789314,5.425816,,,NSR:StopPlace:30101,,700,
NSR:Quay:51757,Storheia,60.298040,5.317321,,,NSR:StopPlace:30102,,700,
NSR:Quay:51758,Storheia,60.297051,5.318998,,,NSR:StopPlace:30102,,700,
NSR:Quay:51759,Kannelønning vest,59.784103,5.456489,,,NSR:StopPlace:30103,,700,
NSR:Quay:51760,Kannelønning vest,59.784100,5.456810,,,NSR:StopPlace:30103,,700,
NSR:Quay:51761,Isdal,59.791320,5.432262,,,NSR:StopPlace:30105,,700,
NSR:Quay:51762,Isdal,59.791450,5.432098,,,NSR:StopPlace:30105,,700,
NSR:Quay:51763,Dalseide,60.287014,5.070019,,,NSR:StopPlace:30104,,700,
NSR:Quay:51764,Nordås snuplass,60.306107,5.308587,,,NSR:StopPlace:30106,,700,
NSR:Quay:51765,Dalseide,60.287550,5.070227,,,NSR:StopPlace:30104,,700,
NSR:Quay:51767,Søråshøgda snuplass,60.302834,5.321594,,,NSR:StopPlace:30107,,700,
NSR:Quay:51768,Vassenden,60.646194,5.999896,,,NSR:StopPlace:30108,,700,
NSR:Quay:51769,Trengereid Slettebakken,60.273422,5.065426,,,NSR:StopPlace:30109,,700,
NSR:Quay:51770,Trengereid Slettebakken,60.273032,5.066097,,,NSR:StopPlace:30109,,700,
NSR:Quay:51771,Dortledhaugen,60.300861,5.303398,,,NSR:StopPlace:30110,,700,
NSR:Quay:51772,Vassenden Bulken,60.631332,6.276702,,,NSR:StopPlace:30111,,700,
NSR:Quay:51773,Dortledhaugen,60.301192,5.304618,,,NSR:StopPlace:30110,,700,
NSR:Quay:51774,Vassenden,59.784710,5.452105,,,NSR:StopPlace:30112,,700,
NSR:Quay:51775,Vassenden,59.784485,5.452551,,,NSR:StopPlace:30112,,700,
NSR:Quay:51776,Indre Steinsvik,60.299467,5.300651,,,NSR:StopPlace:30113,,700,
NSR:Quay:51777,Indre Steinsvik,60.299543,5.300922,,,NSR:StopPlace:30113,,700,
NSR:Quay:51778,Garhaugen,60.293840,5.084818,,,NSR:StopPlace:30114,,700,
NSR:Quay:51779,Garhaugen,60.293983,5.084911,,,NSR:StopPlace:30114,,700,
NSR:Quay:51781,Austre Steinsvikåsen,60.299412,5.297795,,,NSR:StopPlace:30116,,700,
NSR:Quay:51782,Austre Steinsvikåsen,60.301052,5.298483,,,NSR:StopPlace:30116,,700,
NSR:Quay:51783,Nyland,59.788578,5.442895,,,NSR:StopPlace:30118,,700,
NSR:Quay:51784,Skjepet,60.291610,5.086321,,,NSR:StopPlace:30117,,700,
NSR:Quay:51785,Nyland,59.788734,5.442724,,,NSR:StopPlace:30118,,700,
NSR:Quay:51786,Steinsvikneset,60.305492,5.299625,,,NSR:StopPlace:30119,,700,
NSR:Quay:51787,Steinsvikneset,60.306347,5.299057,,,NSR:StopPlace:30119,,700,
NSR:Quay:51788,Litlabø skule,59.788982,5.424366,,,NSR:StopPlace:30120,,700,
NSR:Quay:51789,Søvik,60.212612,5.384335,,,NSR:StopPlace:30121,,700,
NSR:Quay:51790,Søvik,60.212772,5.384666,,,NSR:StopPlace:30121,,700,
NSR:Quay:51791,Kjepet,60.291492,5.086595,,,NSR:StopPlace:30122,,700,
NSR:Quay:51792,Heiane nord,59.766895,5.469087,,,NSR:StopPlace:30123,,700,
NSR:Quay:51793,Heiane nord,59.766495,5.466632,,,NSR:StopPlace:30123,,700,
NSR:Quay:51794,Søvik,60.310140,5.295622,,,NSR:StopPlace:30124,,700,
NSR:Quay:51795,Søvik,60.309640,5.297349,,,NSR:StopPlace:30124,,700,
NSR:Quay:51796,Heiane,59.765430,5.462640,,,NSR:StopPlace:30125,,700,
NSR:Quay:51797,Heiane,59.765335,5.459360,,,NSR:StopPlace:30125,,700,
NSR:Quay:51798,Tellnes kryss til kai,60.286915,5.089696,,,NSR:StopPlace:30126,,700,
NSR:Quay:51799,Tellnes kryss til kai,60.286915,5.089568,,,NSR:StopPlace:30126,,700,
NSR:Quay:51800,Søvikgeilen,60.312508,5.289791,,,NSR:StopPlace:30127,,700,
NSR:Quay:51801,Søvikgeilen,60.313380,5.289666,,,NSR:StopPlace:30127,,700,
NSR:Quay:51802,Valvatnefeltet,59.765865,5.445259,,,NSR:StopPlace:30128,,700,
NSR:Quay:51803,Valvatnefeltet,59.765865,5.444270,,,NSR:StopPlace:30128,,700,
NSR:Quay:51804,Markaneset,60.314381,5.285955,,,NSR:StopPlace:30129,,700,
NSR:Quay:51805,Markaneset,60.314399,5.283338,,,NSR:StopPlace:30129,,700,
NSR:Quay:51806,Valvatne aust,59.767906,5.430489,,,NSR:StopPlace:30130,,700,
NSR:Quay:51807,Valvatne aust,59.767647,5.430569,,,NSR:StopPlace:30130,,700,
NSR:Quay:51808,Tellnes kai,60.285164,5.091417,,,NSR:StopPlace:30131,,700,
NSR:Quay:51809,Tellnes kai,60.285027,5.091152,,,NSR:StopPlace:30131,,700,
NSR:Quay:51810,Sandslimarka,60.296785,5.275406,,,NSR:StopPlace:30132,,700,
NSR:Quay:51812,Sandslimarka,60.296762,5.275229,,,NSR:StopPlace:30132,,700,
NSR:Quay:51813,Hillesgjerdet,59.769035,5.434236,,,NSR:StopPlace:30133,,700,
